BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;17.04.2018;Индекс МосБиржи;Индекс МосБиржи;2191,19;2173,45;2191,19;2165,21;66798295132;0;0;2;9,44776E+12;RUB;4311697557;3;
SNDX;IMOEX;18.04.2018;Индекс МосБиржи;Индекс МосБиржи;2241,49;2193,73;2246,6;2191,67;76806200849;0;0;2;9,66463E+12;RUB;4311697557;3;
SNDX;IMOEX;19.04.2018;Индекс МосБиржи;Индекс МосБиржи;2230,55;2248,08;2265,92;2219,49;59470439803;0;0;2;9,61747E+12;RUB;4311697557;3;
SNDX;IMOEX;20.04.2018;Индекс МосБиржи;Индекс МосБиржи;2232,66;2231,08;2242,72;2222,81;32907921169;0;0;2;9,62657E+12;RUB;4311697557;3;
SNDX;IMOEX;23.04.2018;Индекс МосБиржи;Индекс МосБиржи;2250,99;2232,33;2250,99;2212,16;63447445890;0;0;2;9,70558E+12;RUB;4311697557;3;
SNDX;IMOEX;24.04.2018;Индекс МосБиржи;Индекс МосБиржи;2253,77;2260,17;2270,61;2245,57;46142806069;0;0;2;9,71756E+12;RUB;4311697557;3;
SNDX;IMOEX;25.04.2018;Индекс МосБиржи;Индекс МосБиржи;2253,5;2245,06;2253,5;2229,66;40777232639;0;0;2;9,7164E+12;RUB;4311697557;3;
SNDX;IMOEX;26.04.2018;Индекс МосБиржи;Индекс МосБиржи;2286,02;2255,66;2286,73;2253,92;45975451684;0;0;2;9,85662E+12;RUB;4311697557;3;
SNDX;IMOEX;27.04.2018;Индекс МосБиржи;Индекс МосБиржи;2301,49;2287,95;2302,54;2281,49;45539771826;0;0;2;9,92335E+12;RUB;4311697557;3;
SNDX;IMOEX;28.04.2018;Индекс МосБиржи;Индекс МосБиржи;2297,3;2300,85;2300,85;2288,23;6207773410;0;0;2;9,90527E+12;RUB;4311697557;3;
SNDX;IMOEX;30.04.2018;Индекс МосБиржи;Индекс МосБиржи;2307,02;2296,11;2322,38;2289,33;25312081263;0;0;2;9,94717E+12;RUB;4311697557;3;
SNDX;IMOEX;02.05.2018;Индекс МосБиржи;Индекс МосБиржи;2306,42;2304,28;2317,43;2298,52;32611287967;0;0;2;9,94457E+12;RUB;4311697557;3;
SNDX;IMOEX;03.05.2018;Индекс МосБиржи;Индекс МосБиржи;2274,07;2303,34;2313,85;2274,07;44005292615;0;0;2;9,80512E+12;RUB;4311697557;3;
SNDX;IMOEX;04.05.2018;Индекс МосБиржи;Индекс МосБиржи;2289,47;2278,9;2294,35;2278,9;29134920375;0;0;2;9,87151E+12;RUB;4311697557;3;
SNDX;IMOEX;07.05.2018;Индекс МосБиржи;Индекс МосБиржи;2297,12;2294,1;2313,73;2292,63;23341193347;0;0;2;9,9045E+12;RUB;4311697557;3;
SNDX;IMOEX;08.05.2018;Индекс МосБиржи;Индекс МосБиржи;2301,99;2292,78;2301,99;2277,17;35537935402;0;0;2;9,92549E+12;RUB;4311697557;3;
SNDX;IMOEX;10.05.2018;Индекс МосБиржи;Индекс МосБиржи;2312,92;2315,39;2322,45;2303,15;44521731189;0;0;2;9,97262E+12;RUB;4311697557;3;
SNDX;IMOEX;11.05.2018;Индекс МосБиржи;Индекс МосБиржи;2345,26;2317,6;2346,98;2317,53;41316398081;0;0;2;1,0112E+13;RUB;4311697557;3;
SNDX;IMOEX;14.05.2018;Индекс МосБиржи;Индекс МосБиржи;2357,62;2345,93;2358,59;2326,27;31886758141;0;0;2;1,01653E+13;RUB;4311697557;3;
SNDX;IMOEX;15.05.2018;Индекс МосБиржи;Индекс МосБиржи;2337,03;2353,22;2354,11;2330,59;44743693214;0;0;2;1,00766E+13;RUB;4311697557;3;
SNDX;IMOEX;16.05.2018;Индекс МосБиржи;Индекс МосБиржи;2338,39;2336,52;2350,49;2328,86;49050292350;0;0;2;1,00824E+13;RUB;4311697557;3;
SNDX;IMOEX;17.05.2018;Индекс МосБиржи;Индекс МосБиржи;2323,51;2342,22;2346,04;2323,51;36187090416;0;0;2;1,00183E+13;RUB;4311697557;3;
SNDX;IMOEX;18.05.2018;Индекс МосБиржи;Индекс МосБиржи;2326,94;2323,75;2338,94;2321,93;36608467155;0;0;2;1,00331E+13;RUB;4311697557;3;
SNDX;IMOEX;21.05.2018;Индекс МосБиржи;Индекс МосБиржи;2332,63;2328,42;2347,93;2328,42;28823716152;0;0;2;1,00576E+13;RUB;4311697557;3;
SNDX;IMOEX;22.05.2018;Индекс МосБиржи;Индекс МосБиржи;2326,87;2333,89;2336,77;2317,78;28572359334;0;0;2;1,00328E+13;RUB;4311697557;3;
SNDX;IMOEX;23.05.2018;Индекс МосБиржи;Индекс МосБиржи;2295,57;2317;2318,77;2294,98;32222355534;0;0;2;9,8978E+12;RUB;4311697557;3;
SNDX;IMOEX;24.05.2018;Индекс МосБиржи;Индекс МосБиржи;2294,01;2298,73;2310,08;2289,68;30395213376;0;0;2;9,8911E+12;RUB;4311697557;3;
SNDX;IMOEX;25.05.2018;Индекс МосБиржи;Индекс МосБиржи;2306,57;2297,91;2316,13;2296,91;36013728554;0;0;2;9,94522E+12;RUB;4311697557;3;
SNDX;IMOEX;28.05.2018;Индекс МосБиржи;Индекс МосБиржи;2311,28;2306,23;2314,48;2301,82;15944786960;0;0;2;9,96552E+12;RUB;4311697557;3;
SNDX;IMOEX;29.05.2018;Индекс МосБиржи;Индекс МосБиржи;2298;2314,11;2316,59;2285,41;32005810851;0;0;2;9,90828E+12;RUB;4311697557;3;
SNDX;IMOEX;30.05.2018;Индекс МосБиржи;Индекс МосБиржи;2297,6;2298,52;2307,82;2289,21;38894742708;0;0;2;9,90657E+12;RUB;4311697557;3;
SNDX;IMOEX;31.05.2018;Индекс МосБиржи;Индекс МосБиржи;2302,88;2303,34;2315,15;2289,65;72455908825;0;0;2;9,92934E+12;RUB;4311697557;3;
SNDX;IMOEX;01.06.2018;Индекс МосБиржи;Индекс МосБиржи;2295,34;2297,13;2311,95;2292,97;30992079662;0;0;2;9,89681E+12;RUB;4311697557;3;
SNDX;IMOEX;04.06.2018;Индекс МосБиржи;Индекс МосБиржи;2323,64;2299,65;2324,2;2299,65;26747618650;0;0;2;1,00189E+13;RUB;4311697557;3;
SNDX;IMOEX;05.06.2018;Индекс МосБиржи;Индекс МосБиржи;2318,23;2322,71;2329,03;2310,82;38666583162;0;0;2;9,99552E+12;RUB;4311697557;3;
SNDX;IMOEX;06.06.2018;Индекс МосБиржи;Индекс МосБиржи;2315,45;2319,33;2322,05;2302,7;28878723215;0;0;2;9,98352E+12;RUB;4311697557;3;
SNDX;IMOEX;07.06.2018;Индекс МосБиржи;Индекс МосБиржи;2316,07;2318,28;2326,44;2316,07;26158374455;0;0;2;9,9862E+12;RUB;4311697557;3;
SNDX;IMOEX;08.06.2018;Индекс МосБиржи;Индекс МосБиржи;2267,92;2313;2316,92;2267,92;45882925501;0;0;2;9,77858E+12;RUB;4311697557;3;
SNDX;IMOEX;09.06.2018;Индекс МосБиржи;Индекс МосБиржи;2281,51;2268,99;2284,13;2268,99;3836924405;0;0;2;9,83717E+12;RUB;4311697557;3;
SNDX;IMOEX;11.06.2018;Индекс МосБиржи;Индекс МосБиржи;2271,74;2283,64;2285,14;2260,4;18541264496;0;0;2;9,79506E+12;RUB;4311697557;3;
SNDX;IMOEX;13.06.2018;Индекс МосБиржи;Индекс МосБиржи;2270,73;2275,69;2283,73;2268,36;34112296130;0;0;2;9,79068E+12;RUB;4311697557;3;
SNDX;IMOEX;14.06.2018;Индекс МосБиржи;Индекс МосБиржи;2253,48;2268,94;2269,1;2247,96;30274715001;0;0;2;9,71631E+12;RUB;4311697557;3;
SNDX;IMOEX;15.06.2018;Индекс МосБиржи;Индекс МосБиржи;2237,53;2254,09;2261,74;2235,93;54972383231;0;0;2;9,64757E+12;RUB;4311697557;3;
SNDX;IMOEX;18.06.2018;Индекс МосБиржи;Индекс МосБиржи;2222,56;2234,53;2241,3;2216,21;35216571494;0;0;2;9,58299E+12;RUB;4311697557;3;
SNDX;IMOEX;19.06.2018;Индекс МосБиржи;Индекс МосБиржи;2221,42;2216,94;2228,84;2192,63;41548383292;0;0;2;9,57811E+12;RUB;4311697557;3;
SNDX;IMOEX;20.06.2018;Индекс МосБиржи;Индекс МосБиржи;2256,27;2226,49;2263,76;2226,49;41441731501;0;0;2;9,72836E+12;RUB;4311697557;3;
SNDX;IMOEX;21.06.2018;Индекс МосБиржи;Индекс МосБиржи;2245,94;2255,51;2268,93;2243,71;42440145102;0;0;2;9,68382E+12;RUB;4311697557;3;
SNDX;IMOEX;22.06.2018;Индекс МосБиржи;Индекс МосБиржи;2249,68;2250,99;2262,18;2236,44;46540089992;0;0;2;9,70789E+12;RUB;4315233488;3;
SNDX;IMOEX;25.06.2018;Индекс МосБиржи;Индекс МосБиржи;2236,65;2234,22;2255,69;2232,82;32559955747;0;0;2;9,65165E+12;RUB;4315233488;3;
SNDX;IMOEX;26.06.2018;Индекс МосБиржи;Индекс МосБиржи;2231,03;2238,35;2253,3;2229,47;27829118843;0;0;2;9,62743E+12;RUB;4315233488;3;
SNDX;IMOEX;27.06.2018;Индекс МосБиржи;Индекс МосБиржи;2253,6;2239,75;2265,33;2223,28;38166031297;0;0;2;9,7248E+12;RUB;4315233488;3;
SNDX;IMOEX;28.06.2018;Индекс МосБиржи;Индекс МосБиржи;2250,26;2254,46;2264,76;2246,92;32903511209;0;0;2;9,71039E+12;RUB;4315233488;3;
SNDX;IMOEX;29.06.2018;Индекс МосБиржи;Индекс МосБиржи;2295,95;2262,16;2295,95;2261,58;43129452214;0;0;2;9,90757E+12;RUB;4315233488;3;
SNDX;IMOEX;02.07.2018;Индекс МосБиржи;Индекс МосБиржи;2319,31;2294,1;2327,72;2287,85;37968961509;0;0;2;1,00084E+13;RUB;4315233488;3;
SNDX;IMOEX;03.07.2018;Индекс МосБиржи;Индекс МосБиржи;2301,65;2319,37;2320,41;2296,92;26549298775;0;0;2;9,93218E+12;RUB;4315233488;3;
SNDX;IMOEX;04.07.2018;Индекс МосБиржи;Индекс МосБиржи;2304,06;2301,68;2309,57;2299,45;18501372052;0;0;2;9,94256E+12;RUB;4315233488;3;
SNDX;IMOEX;05.07.2018;Индекс МосБиржи;Индекс МосБиржи;2346,86;2299,68;2346,86;2293,78;38556456314;0;0;2;1,01272E+13;RUB;4315233488;3;
SNDX;IMOEX;06.07.2018;Индекс МосБиржи;Индекс МосБиржи;2345,38;2342,62;2350,97;2319,94;34371043039;0;0;2;1,01209E+13;RUB;4315233488;3;
SNDX;IMOEX;09.07.2018;Индекс МосБиржи;Индекс МосБиржи;2373,17;2351,69;2375,83;2351,69;32654928783;0;0;2;1,02408E+13;RUB;4315233488;3;
SNDX;IMOEX;10.07.2018;Индекс МосБиржи;Индекс МосБиржи;2365,17;2368,28;2379,33;2359,16;36236043236;0;0;2;1,02062E+13;RUB;4315233488;3;
SNDX;IMOEX;11.07.2018;Индекс МосБиржи;Индекс МосБиржи;2336,15;2355,79;2355,79;2326,24;38450820046;0;0;2;1,0081E+13;RUB;4315233488;3;
SNDX;IMOEX;12.07.2018;Индекс МосБиржи;Индекс МосБиржи;2322,06;2332,23;2336,52;2307,95;31609016309;0;0;2;1,00202E+13;RUB;4315233488;3;
SNDX;IMOEX;13.07.2018;Индекс МосБиржи;Индекс МосБиржи;2346,43;2326,76;2346,43;2324,9;29276526177;0;0;2;1,01254E+13;RUB;4315233488;3;
SNDX;IMOEX;16.07.2018;Индекс МосБиржи;Индекс МосБиржи;2334,18;2343,02;2352,3;2321,33;31527048878;0;0;2;1,00725E+13;RUB;4315233488;3;
SNDX;IMOEX;17.07.2018;Индекс МосБиржи;Индекс МосБиржи;2310,92;2325,28;2325,28;2293,76;35884307790;0;0;2;9,97217E+12;RUB;4315233488;3;
SNDX;IMOEX;18.07.2018;Индекс МосБиржи;Индекс МосБиржи;2294,78;2294,22;2303,39;2284,45;35900582680;0;0;2;9,9025E+12;RUB;4315233488;3;
SNDX;IMOEX;19.07.2018;Индекс МосБиржи;Индекс МосБиржи;2269,45;2297,15;2297,15;2262,99;45942372516;0;0;2;9,79321E+12;RUB;4315233488;3;
SNDX;IMOEX;20.07.2018;Индекс МосБиржи;Индекс МосБиржи;2247,82;2269,97;2274,66;2239,77;48323944672;0;0;2;9,69987E+12;RUB;4315233488;3;
SNDX;IMOEX;23.07.2018;Индекс МосБиржи;Индекс МосБиржи;2261,25;2250,57;2273,13;2250,57;27733235485;0;0;2;9,75782E+12;RUB;4315233488;3;
SNDX;IMOEX;24.07.2018;Индекс МосБиржи;Индекс МосБиржи;2278,3;2264,38;2281,62;2263,36;27847775733;0;0;2;9,83141E+12;RUB;4315233488;3;
SNDX;IMOEX;25.07.2018;Индекс МосБиржи;Индекс МосБиржи;2282,84;2268,11;2285,22;2258,31;35315719812;0;0;2;9,85097E+12;RUB;4315233488;3;
SNDX;IMOEX;26.07.2018;Индекс МосБиржи;Индекс МосБиржи;2293,07;2287,75;2300,05;2283,01;33130073215;0;0;2;9,89514E+12;RUB;4315233488;3;
SNDX;IMOEX;27.07.2018;Индекс МосБиржи;Индекс МосБиржи;2292,72;2293,87;2298,07;2275,23;26609287256;0;0;2;9,89364E+12;RUB;4315233488;3;
SNDX;IMOEX;30.07.2018;Индекс МосБиржи;Индекс МосБиржи;2295,72;2288,29;2298,76;2276,68;27128795640;0;0;2;9,90656E+12;RUB;4315233488;3;
SNDX;IMOEX;31.07.2018;Индекс МосБиржи;Индекс МосБиржи;2321,11;2290,76;2321,11;2286,84;35119566814;0;0;2;1,00161E+13;RUB;4315233488;3;
SNDX;IMOEX;01.08.2018;Индекс МосБиржи;Индекс МосБиржи;2315,18;2317,83;2326,36;2307,99;26333344432;0;0;2;9,99055E+12;RUB;4315233488;3;
SNDX;IMOEX;02.08.2018;Индекс МосБиржи;Индекс МосБиржи;2295,15;2311,78;2321,78;2288,11;31837651496;0;0;2;9,9041E+12;RUB;4315233488;3;
SNDX;IMOEX;03.08.2018;Индекс МосБиржи;Индекс МосБиржи;2297,99;2294,37;2299,08;2277,3;36301662534;0;0;2;9,91637E+12;RUB;4315233488;3;
SNDX;IMOEX;06.08.2018;Индекс МосБиржи;Индекс МосБиржи;2299,88;2297,62;2310,96;2286,88;29078761048;0;0;2;9,92451E+12;RUB;4315233488;3;
SNDX;IMOEX;07.08.2018;Индекс МосБиржи;Индекс МосБиржи;2312,19;2303,47;2320,38;2301,21;33124676608;0;0;2;9,97765E+12;RUB;4315233488;3;
SNDX;IMOEX;08.08.2018;Индекс МосБиржи;Индекс МосБиржи;2293,01;2308,62;2310,65;2275,15;55919027605;0;0;2;9,89489E+12;RUB;4315233488;3;
SNDX;IMOEX;09.08.2018;Индекс МосБиржи;Индекс МосБиржи;2309,58;2282,02;2309,58;2257,51;65707960045;0;0;2;9,96638E+12;RUB;4315233488;3;
SNDX;IMOEX;10.08.2018;Индекс МосБиржи;Индекс МосБиржи;2275,05;2295,59;2308,46;2259,67;56410587160;0;0;2;9,81735E+12;RUB;4315233488;3;
SNDX;IMOEX;13.08.2018;Индекс МосБиржи;Индекс МосБиржи;2285,61;2264,6;2298,36;2255,75;49841536275;0;0;2;9,86296E+12;RUB;4315233488;3;
SNDX;IMOEX;14.08.2018;Индекс МосБиржи;Индекс МосБиржи;2282,88;2298,73;2305,88;2268,92;41415038567;0;0;2;9,85116E+12;RUB;4315233488;3;
SNDX;IMOEX;15.08.2018;Индекс МосБиржи;Индекс МосБиржи;2267,13;2281,4;2282,34;2246,45;41308786642;0;0;2;9,78321E+12;RUB;4315233488;3;
SNDX;IMOEX;16.08.2018;Индекс МосБиржи;Индекс МосБиржи;2261,09;2269,02;2273,44;2249,77;27784927409;0;0;2;9,75714E+12;RUB;4315233488;3;
SNDX;IMOEX;17.08.2018;Индекс МосБиржи;Индекс МосБиржи;2255,12;2261,69;2268,89;2247,45;24700335707;0;0;2;9,73136E+12;RUB;4315233488;3;
SNDX;IMOEX;20.08.2018;Индекс МосБиржи;Индекс МосБиржи;2272,49;2266,06;2279,52;2265,19;24020335122;0;0;2;9,80632E+12;RUB;4315233488;3;
SNDX;IMOEX;21.08.2018;Индекс МосБиржи;Индекс МосБиржи;2291,76;2274,36;2291,76;2259,81;26067709371;0;0;2;9,88948E+12;RUB;4315233488;3;
SNDX;IMOEX;22.08.2018;Индекс МосБиржи;Индекс МосБиржи;2297,06;2296,17;2306,1;2278,23;33523925785;0;0;2;9,91234E+12;RUB;4315233488;3;
SNDX;IMOEX;23.08.2018;Индекс МосБиржи;Индекс МосБиржи;2260,04;2293,98;2303,47;2258,11;50146168726;0;0;2;9,7526E+12;RUB;4315233488;3;
SNDX;IMOEX;24.08.2018;Индекс МосБиржи;Индекс МосБиржи;2279,76;2258,94;2281,74;2240,71;45117580020;0;0;2;9,83768E+12;RUB;4315233488;3;
SNDX;IMOEX;27.08.2018;Индекс МосБиржи;Индекс МосБиржи;2312,93;2281,87;2312,93;2281,87;25560687146;0;0;2;9,98085E+12;RUB;4315233488;3;
SNDX;IMOEX;28.08.2018;Индекс МосБиржи;Индекс МосБиржи;2316,28;2313,85;2323,45;2310,99;28140874689;0;0;2;9,99529E+12;RUB;4315233488;3;
SNDX;IMOEX;29.08.2018;Индекс МосБиржи;Индекс МосБиржи;2348,44;2316,73;2348,44;2316,66;29417341670;0;0;2;1,01341E+13;RUB;4315233488;3;
SNDX;IMOEX;30.08.2018;Индекс МосБиржи;Индекс МосБиржи;2330,92;2352,06;2359,58;2325,8;34634950998;0;0;2;9,97138E+12;RUB;4277866281;3;
SNDX;IMOEX;31.08.2018;Индекс МосБиржи;Индекс МосБиржи;2345,85;2328,52;2345,85;2310,78;36711421798;0;0;2;1,00352E+13;RUB;4277866281;3;
SNDX;IMOEX;03.09.2018;Индекс МосБиржи;Индекс МосБиржи;2346,08;2344,3;2353,09;2339,39;16984179920;0;0;2;1,00362E+13;RUB;4277866281;3;
SNDX;IMOEX;04.09.2018;Индекс МосБиржи;Индекс МосБиржи;2336,38;2348,65;2358,88;2332,34;26425382774;0;0;2;9,99471E+12;RUB;4277866281;3;
SNDX;IMOEX;05.09.2018;Индекс МосБиржи;Индекс МосБиржи;2321,33;2333,04;2341,37;2321,33;26141343285;0;0;2;9,93036E+12;RUB;4277866281;3;
SNDX;IMOEX;06.09.2018;Индекс МосБиржи;Индекс МосБиржи;2320,65;2320,08;2342,02;2320,08;29646878636;0;0;2;9,92744E+12;RUB;4277866281;3;
SNDX;IMOEX;07.09.2018;Индекс МосБиржи;Индекс МосБиржи;2321,82;2321,66;2330,84;2305,27;32670059995;0;0;2;9,93244E+12;RUB;4277866281;3;
SNDX;IMOEX;10.09.2018;Индекс МосБиржи;Индекс МосБиржи;2335,85;2322,67;2335,85;2320,04;34514794889;0;0;2;9,99246E+12;RUB;4277866281;3;
SNDX;IMOEX;11.09.2018;Индекс МосБиржи;Индекс МосБиржи;2335,19;2336,16;2345,65;2314,8;44050812075;0;0;2;9,98964E+12;RUB;4277866281;3;
SNDX;IMOEX;12.09.2018;Индекс МосБиржи;Индекс МосБиржи;2340,63;2339,77;2350;2328,28;40218912052;0;0;2;1,00129E+13;RUB;4277866281;3;
SNDX;IMOEX;13.09.2018;Индекс МосБиржи;Индекс МосБиржи;2357,32;2339,4;2373,61;2339,4;58935651832;0;0;2;1,00843E+13;RUB;4277866281;3;
SNDX;IMOEX;14.09.2018;Индекс МосБиржи;Индекс МосБиржи;2360,26;2359,06;2369,06;2345,51;42263120466;0;0;2;1,00969E+13;RUB;4277866281;3;
SNDX;IMOEX;17.09.2018;Индекс МосБиржи;Индекс МосБиржи;2373,75;2362,24;2373,76;2350,09;33667666268;0;0;2;1,01546E+13;RUB;4277866281;3;
SNDX;IMOEX;18.09.2018;Индекс МосБиржи;Индекс МосБиржи;2402,58;2374,09;2402,58;2372;42138828795;0;0;2;1,02779E+13;RUB;4277866281;3;
SNDX;IMOEX;19.09.2018;Индекс МосБиржи;Индекс МосБиржи;2404,42;2405,31;2416,53;2396,18;41072771599;0;0;2;1,02858E+13;RUB;4277866281;3;
SNDX;IMOEX;20.09.2018;Индекс МосБиржи;Индекс МосБиржи;2400,89;2405,36;2434,94;2400,89;78554783175;0;0;2;1,02707E+13;RUB;4277866281;3;
SNDX;IMOEX;21.09.2018;Индекс МосБиржи;Индекс МосБиржи;2426,8;2401,35;2426,8;2401;67062419018;0;0;2;1,0345E+13;RUB;4262826228;3;
SNDX;IMOEX;24.09.2018;Индекс МосБиржи;Индекс МосБиржи;2430,01;2426,41;2432,64;2417,45;38325790113;0;0;2;1,03587E+13;RUB;4262826228;3;
SNDX;IMOEX;25.09.2018;Индекс МосБиржи;Индекс МосБиржи;2444,22;2432,76;2444,65;2420,3;41597933305;0;0;2;1,04193E+13;RUB;4262826228;3;
SNDX;IMOEX;26.09.2018;Индекс МосБиржи;Индекс МосБиржи;2427,29;2445,35;2449,42;2421,45;37184779240;0;0;2;1,03471E+13;RUB;4262826228;3;
SNDX;IMOEX;27.09.2018;Индекс МосБиржи;Индекс МосБиржи;2474,57;2423,75;2474,57;2423,14;60380653372;0;0;2;1,05487E+13;RUB;4262826228;3;
SNDX;IMOEX;28.09.2018;Индекс МосБиржи;Индекс МосБиржи;2475,36;2467,95;2476,86;2446,53;52113681519;0;0;2;1,0552E+13;RUB;4262826228;3;
SNDX;IMOEX;01.10.2018;Индекс МосБиржи;Индекс МосБиржи;2472,22;2481,45;2493,82;2461,77;34671183344;0;0;2;1,05387E+13;RUB;4262826228;3;
SNDX;IMOEX;02.10.2018;Индекс МосБиржи;Индекс МосБиржи;2449,7;2475,65;2480,19;2445,51;36790896438;0;0;2;1,04426E+13;RUB;4262826228;3;
SNDX;IMOEX;03.10.2018;Индекс МосБиржи;Индекс МосБиржи;2493,91;2451,45;2501,78;2451,45;49917202577;0;0;2;1,06311E+13;RUB;4262826228;3;
SNDX;IMOEX;04.10.2018;Индекс МосБиржи;Индекс МосБиржи;2465,03;2492,54;2498,07;2459,02;49410547715;0;0;2;1,0508E+13;RUB;4262826228;3;
SNDX;IMOEX;05.10.2018;Индекс МосБиржи;Индекс МосБиржи;2450,9;2458,28;2466,31;2436,98;43668542925;0;0;2;1,04478E+13;RUB;4262826228;3;
SNDX;IMOEX;08.10.2018;Индекс МосБиржи;Индекс МосБиржи;2454,28;2449,95;2466,17;2436,49;35427421797;0;0;2;1,04622E+13;RUB;4262826228;3;
SNDX;IMOEX;09.10.2018;Индекс МосБиржи;Индекс МосБиржи;2443,83;2459,63;2478,87;2443,83;43434513039;0;0;2;1,04176E+13;RUB;4262826228;3;
SNDX;IMOEX;10.10.2018;Индекс МосБиржи;Индекс МосБиржи;2417,69;2445,78;2454,28;2411,06;42298071426;0;0;2;1,03062E+13;RUB;4262826228;3;
SNDX;IMOEX;11.10.2018;Индекс МосБиржи;Индекс МосБиржи;2366,47;2386,03;2388,63;2351,68;60349852497;0;0;2;1,00879E+13;RUB;4262826228;3;
SNDX;IMOEX;12.10.2018;Индекс МосБиржи;Индекс МосБиржи;2403,02;2371,68;2407,4;2371,68;36002700221;0;0;2;1,02436E+13;RUB;4262826228;3;
SNDX;IMOEX;15.10.2018;Индекс МосБиржи;Индекс МосБиржи;2389,05;2405,53;2414,16;2374,8;28076383835;0;0;2;1,01841E+13;RUB;4262826228;3;
SNDX;IMOEX;16.10.2018;Индекс МосБиржи;Индекс МосБиржи;2417,26;2387,35;2418,65;2377,81;33705253286;0;0;2;1,03043E+13;RUB;4262826228;3;
SNDX;IMOEX;17.10.2018;Индекс МосБиржи;Индекс МосБиржи;2411,42;2422,45;2433,5;2400,53;35869645218;0;0;2;1,02795E+13;RUB;4262826228;3;
SNDX;IMOEX;18.10.2018;Индекс МосБиржи;Индекс МосБиржи;2378,62;2408,97;2411,22;2377,37;30817151093;0;0;2;1,01396E+13;RUB;4262826228;3;
SNDX;IMOEX;19.10.2018;Индекс МосБиржи;Индекс МосБиржи;2344,79;2381,06;2381,83;2342,05;47863126339;0;0;2;9,99543E+12;RUB;4262826228;3;
SNDX;IMOEX;22.10.2018;Индекс МосБиржи;Индекс МосБиржи;2308,56;2347,29;2361;2306,26;44652064472;0;0;2;9,84098E+12;RUB;4262826228;3;
SNDX;IMOEX;23.10.2018;Индекс МосБиржи;Индекс МосБиржи;2305,58;2302,84;2321,46;2289,23;53010855003;0;0;2;9,8283E+12;RUB;4262826228;3;
SNDX;IMOEX;24.10.2018;Индекс МосБиржи;Индекс МосБиржи;2336,49;2311,28;2348,87;2307,96;79163935268;0;0;2;9,96006E+12;RUB;4262826228;3;
SNDX;IMOEX;25.10.2018;Индекс МосБиржи;Индекс МосБиржи;2331,59;2323,03;2336,68;2307,06;46534534439;0;0;2;9,93918E+12;RUB;4262826228;3;
SNDX;IMOEX;26.10.2018;Индекс МосБиржи;Индекс МосБиржи;2293,22;2328,82;2328,82;2275,58;42187140361;0;0;2;9,77559E+12;RUB;4262826228;3;
SNDX;IMOEX;29.10.2018;Индекс МосБиржи;Индекс МосБиржи;2317,06;2290,53;2321,77;2287,05;30789249079;0;0;2;9,87723E+12;RUB;4262826228;3;
SNDX;IMOEX;30.10.2018;Индекс МосБиржи;Индекс МосБиржи;2299,98;2311,54;2316,89;2283,13;33102965089;0;0;2;9,80443E+12;RUB;4262826228;3;
SNDX;IMOEX;31.10.2018;Индекс МосБиржи;Индекс МосБиржи;2352,71;2306,18;2352,71;2306,18;40437425487;0;0;2;1,00292E+13;RUB;4262826228;3;
SNDX;IMOEX;01.11.2018;Индекс МосБиржи;Индекс МосБиржи;2359,33;2352,94;2366,37;2333,09;40437475898;0;0;2;1,00574E+13;RUB;4262826228;3;
SNDX;IMOEX;02.11.2018;Индекс МосБиржи;Индекс МосБиржи;2377,95;2364,36;2385,95;2363,64;39957908798;0;0;2;1,01368E+13;RUB;4262826228;3;
SNDX;IMOEX;06.11.2018;Индекс МосБиржи;Индекс МосБиржи;2412,31;2381,38;2412,31;2381,38;37900124822;0;0;2;1,02833E+13;RUB;4262826228;3;
SNDX;IMOEX;07.11.2018;Индекс МосБиржи;Индекс МосБиржи;2445,34;2411,46;2445,34;2392,05;48898088238;0;0;2;1,04241E+13;RUB;4262826228;3;
SNDX;IMOEX;08.11.2018;Индекс МосБиржи;Индекс МосБиржи;2438,62;2446,23;2454,84;2430,84;43655024418;0;0;2;1,03954E+13;RUB;4262826228;3;
SNDX;IMOEX;09.11.2018;Индекс МосБиржи;Индекс МосБиржи;2403,47;2431,85;2431,85;2385,23;48419017315;0;0;2;1,02456E+13;RUB;4262826228;3;
SNDX;IMOEX;12.11.2018;Индекс МосБиржи;Индекс МосБиржи;2393,81;2407,97;2425,08;2391,57;34152730436;0;0;2;1,02044E+13;RUB;4262826228;3;
SNDX;IMOEX;13.11.2018;Индекс МосБиржи;Индекс МосБиржи;2374,94;2388,27;2398,95;2373,61;44330355763;0;0;2;1,01239E+13;RUB;4262826228;3;
SNDX;IMOEX;14.11.2018;Индекс МосБиржи;Индекс МосБиржи;2378,59;2368,89;2379,67;2346,68;49144655065;0;0;2;1,01395E+13;RUB;4262826228;3;
SNDX;IMOEX;15.11.2018;Индекс МосБиржи;Индекс МосБиржи;2381,45;2382,43;2396,93;2377,48;35634350265;0;0;2;1,01517E+13;RUB;4262826228;3;
SNDX;IMOEX;16.11.2018;Индекс МосБиржи;Индекс МосБиржи;2372,67;2384,76;2398,2;2365,2;33948529951;0;0;2;1,01143E+13;RUB;4262826228;3;
