BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;09.04.2015;Индекс МосБиржи;Индекс МосБиржи;1667,6;1683,1;1683,1;1648,36;54277594144;;;2;7,8332E+12;RUB;4697296971;3;
SNDX;IMOEX;10.04.2015;Индекс МосБиржи;Индекс МосБиржи;1657,02;1667,62;1674,48;1635,85;45171576856;;;2;7,78351E+12;RUB;4697296971;3;
SNDX;IMOEX;13.04.2015;Индекс МосБиржи;Индекс МосБиржи;1678,19;1657,1;1694,94;1654,49;40607797915;;;2;7,88295E+12;RUB;4697296971;3;
SNDX;IMOEX;14.04.2015;Индекс МосБиржи;Индекс МосБиржи;1647,39;1678,43;1678,5;1641,8;35730708154;;;2;7,7383E+12;RUB;4697296971;3;
SNDX;IMOEX;15.04.2015;Индекс МосБиржи;Индекс МосБиржи;1677,7;1647,29;1681,83;1643,11;40037734888;;;2;7,88065E+12;RUB;4697296971;3;
SNDX;IMOEX;16.04.2015;Индекс МосБиржи;Индекс МосБиржи;1686,79;1678,04;1689,29;1661,38;44360086518;;;2;7,92336E+12;RUB;4697296971;3;
SNDX;IMOEX;17.04.2015;Индекс МосБиржи;Индекс МосБиржи;1656,59;1686,79;1694,08;1656,59;46513599503;;;2;7,78151E+12;RUB;4697296971;3;
SNDX;IMOEX;20.04.2015;Индекс МосБиржи;Индекс МосБиржи;1683,24;1657,63;1691,93;1655,75;42410329020;;;2;7,90669E+12;RUB;4697296971;3;
SNDX;IMOEX;21.04.2015;Индекс МосБиржи;Индекс МосБиржи;1710,24;1683,51;1711,34;1682,94;35500021585;;;2;8,03349E+12;RUB;4697296971;3;
SNDX;IMOEX;22.04.2015;Индекс МосБиржи;Индекс МосБиржи;1677,56;1710,13;1712,91;1669,11;36991171384;;;2;7,87999E+12;RUB;4697296971;3;
SNDX;IMOEX;23.04.2015;Индекс МосБиржи;Индекс МосБиржи;1662,64;1677,89;1678,58;1633,12;45687528041;;;2;7,80993E+12;RUB;4697296971;3;
SNDX;IMOEX;24.04.2015;Индекс МосБиржи;Индекс МосБиржи;1682,7;1663,15;1689,71;1657,66;40403690139;;;2;7,90416E+12;RUB;4697296971;3;
SNDX;IMOEX;27.04.2015;Индекс МосБиржи;Индекс МосБиржи;1677,22;1682,82;1698,65;1677,22;30771789361;;;2;7,87842E+12;RUB;4697296971;3;
SNDX;IMOEX;28.04.2015;Индекс МосБиржи;Индекс МосБиржи;1677,89;1676,32;1682,19;1667,34;29507739404;;;2;7,88154E+12;RUB;4697296971;3;
SNDX;IMOEX;29.04.2015;Индекс МосБиржи;Индекс МосБиржи;1670,99;1677,89;1694,28;1666,52;26159937335;;;2;7,84912E+12;RUB;4697296971;3;
SNDX;IMOEX;30.04.2015;Индекс МосБиржи;Индекс МосБиржи;1688,34;1670,99;1692,32;1668,5;30289406992;;;2;7,93064E+12;RUB;4697296971;3;
SNDX;IMOEX;05.05.2015;Индекс МосБиржи;Индекс МосБиржи;1721,8;1689,55;1734,34;1689,2;43125027992;;;2;8,08782E+12;RUB;4697296971;3;
SNDX;IMOEX;06.05.2015;Индекс МосБиржи;Индекс МосБиржи;1714,31;1722,16;1723,45;1697,86;34467683587;;;2;8,05262E+12;RUB;4697296971;3;
SNDX;IMOEX;07.05.2015;Индекс МосБиржи;Индекс МосБиржи;1686,98;1713,09;1713,09;1676,21;31098521960;;;2;7,92426E+12;RUB;4697296971;3;
SNDX;IMOEX;08.05.2015;Индекс МосБиржи;Индекс МосБиржи;1708,52;1686,94;1713,6;1684,09;27195697237;;;2;8,02543E+12;RUB;4697296971;3;
SNDX;IMOEX;12.05.2015;Индекс МосБиржи;Индекс МосБиржи;1704,62;1708,42;1720,01;1689,29;36154421259;;;2;8,00712E+12;RUB;4697296971;3;
SNDX;IMOEX;13.05.2015;Индекс МосБиржи;Индекс МосБиржи;1682,26;1704,5;1708,47;1681,08;34856325968;;;2;7,90205E+12;RUB;4697296971;3;
SNDX;IMOEX;14.05.2015;Индекс МосБиржи;Индекс МосБиржи;1677,57;1682,26;1694,79;1672,2;28121728762;;;2;7,88003E+12;RUB;4697296971;3;
SNDX;IMOEX;15.05.2015;Индекс МосБиржи;Индекс МосБиржи;1691,46;1677,77;1694,9;1677,77;27819799310;;;2;7,94527E+12;RUB;4697296971;3;
SNDX;IMOEX;18.05.2015;Индекс МосБиржи;Индекс МосБиржи;1678,55;1691,53;1696,49;1677,69;24398276737;;;2;7,88464E+12;RUB;4697296971;3;
SNDX;IMOEX;19.05.2015;Индекс МосБиржи;Индекс МосБиржи;1659,36;1678,31;1681,24;1646,85;29501962952;;;2;7,79449E+12;RUB;4697296971;3;
SNDX;IMOEX;20.05.2015;Индекс МосБиржи;Индекс МосБиржи;1636,86;1659,18;1662,19;1631,77;27479614193;;;2;7,6888E+12;RUB;4697296971;3;
SNDX;IMOEX;21.05.2015;Индекс МосБиржи;Индекс МосБиржи;1659,33;1637,14;1663,24;1632,43;33027683176;;;2;7,79439E+12;RUB;4697296971;3;
SNDX;IMOEX;22.05.2015;Индекс МосБиржи;Индекс МосБиржи;1665,66;1659,47;1667,92;1653,03;30634884998;;;2;7,82409E+12;RUB;4697296971;3;
SNDX;IMOEX;25.05.2015;Индекс МосБиржи;Индекс МосБиржи;1655,4;1665,75;1666,38;1641,96;20420948220;;;2;7,77591E+12;RUB;4697296971;3;
SNDX;IMOEX;26.05.2015;Индекс МосБиржи;Индекс МосБиржи;1651,66;1655,85;1666,87;1646,09;28194503099;;;2;7,75834E+12;RUB;4697296971;3;
SNDX;IMOEX;27.05.2015;Индекс МосБиржи;Индекс МосБиржи;1660,98;1651,73;1664,29;1637,42;35786417716;;;2;7,80212E+12;RUB;4697296971;3;
SNDX;IMOEX;28.05.2015;Индекс МосБиржи;Индекс МосБиржи;1657,62;1660,65;1678,64;1656,17;30309010225;;;2;7,78635E+12;RUB;4697296971;3;
SNDX;IMOEX;29.05.2015;Индекс МосБиржи;Индекс МосБиржи;1609,19;1657,67;1680,07;1609,19;51758857860;;;2;7,55885E+12;RUB;4697296971;3;
SNDX;IMOEX;01.06.2015;Индекс МосБиржи;Индекс МосБиржи;1616,94;1610,07;1640,93;1610,07;30875246625;;;2;7,59524E+12;RUB;4697296971;3;
SNDX;IMOEX;02.06.2015;Индекс МосБиржи;Индекс МосБиржи;1643,41;1616,97;1650,64;1612,78;28435405398;;;2;7,7196E+12;RUB;4697296971;3;
SNDX;IMOEX;03.06.2015;Индекс МосБиржи;Индекс МосБиржи;1628,87;1643,99;1653,53;1615,96;36210821998;;;2;7,65127E+12;RUB;4697296971;3;
SNDX;IMOEX;04.06.2015;Индекс МосБиржи;Индекс МосБиржи;1638,07;1628,8;1644,36;1627,02;33645228033;;;2;7,6945E+12;RUB;4697296971;3;
SNDX;IMOEX;05.06.2015;Индекс МосБиржи;Индекс МосБиржи;1652,07;1638,12;1652,07;1633,49;27827873364;;;2;7,76024E+12;RUB;4697296971;3;
SNDX;IMOEX;08.06.2015;Индекс МосБиржи;Индекс МосБиржи;1646,89;1652,21;1668,5;1642,19;28510700896;;;2;7,73594E+12;RUB;4697296971;3;
SNDX;IMOEX;09.06.2015;Индекс МосБиржи;Индекс МосБиржи;1664,01;1646,89;1666,06;1637,38;29188778226;;;2;7,81635E+12;RUB;4697296971;3;
SNDX;IMOEX;10.06.2015;Индекс МосБиржи;Индекс МосБиржи;1653,09;1664,03;1667,2;1650,89;26617709919;;;2;7,76505E+12;RUB;4697296971;3;
SNDX;IMOEX;11.06.2015;Индекс МосБиржи;Индекс МосБиржи;1652,24;1653,06;1654,91;1638,13;27749015557;;;2;7,76108E+12;RUB;4697296971;3;
SNDX;IMOEX;15.06.2015;Индекс МосБиржи;Индекс МосБиржи;1657,29;1652,29;1658,32;1629,81;35364479772;;;2;7,78479E+12;RUB;4697296971;3;
SNDX;IMOEX;16.06.2015;Индекс МосБиржи;Индекс МосБиржи;1668,82;1657,37;1674,11;1649,16;26617346477;;;2;7,8199E+12;RUB;4685888322;3;
SNDX;IMOEX;17.06.2015;Индекс МосБиржи;Индекс МосБиржи;1664,66;1668,84;1678,91;1661,75;24988440340;;;2;7,80041E+12;RUB;4685888322;3;
SNDX;IMOEX;18.06.2015;Индекс МосБиржи;Индекс МосБиржи;1660,14;1664,65;1671,88;1658,41;23118394361;;;2;7,77922E+12;RUB;4685888322;3;
SNDX;IMOEX;19.06.2015;Индекс МосБиржи;Индекс МосБиржи;1663,03;1660,56;1665,71;1655,53;26196350748;;;2;7,79277E+12;RUB;4685888322;3;
SNDX;IMOEX;22.06.2015;Индекс МосБиржи;Индекс МосБиржи;1671,8;1664,11;1679,42;1663,35;25538988011;;;2;7,83389E+12;RUB;4685888322;3;
SNDX;IMOEX;23.06.2015;Индекс МосБиржи;Индекс МосБиржи;1657,23;1672,27;1676,22;1656,39;21998214130;;;2;7,76559E+12;RUB;4685888322;3;
SNDX;IMOEX;24.06.2015;Индекс МосБиржи;Индекс МосБиржи;1651,85;1658,03;1664,57;1642,08;22392108289;;;2;7,7404E+12;RUB;4685888322;3;
SNDX;IMOEX;25.06.2015;Индекс МосБиржи;Индекс МосБиржи;1631,99;1651,14;1655,8;1631,99;19923930891;;;2;7,64732E+12;RUB;4685888322;3;
SNDX;IMOEX;26.06.2015;Индекс МосБиржи;Индекс МосБиржи;1644,45;1631,92;1647,81;1626,87;25595703087;;;2;7,7057E+12;RUB;4685888322;3;
SNDX;IMOEX;29.06.2015;Индекс МосБиржи;Индекс МосБиржи;1634,93;1644,45;1644,45;1625,71;19158469469;;;2;7,66108E+12;RUB;4685888322;3;
SNDX;IMOEX;30.06.2015;Индекс МосБиржи;Индекс МосБиржи;1654,55;1634,93;1655,25;1626,02;28374822458;;;2;7,75303E+12;RUB;4685888322;3;
SNDX;IMOEX;01.07.2015;Индекс МосБиржи;Индекс МосБиржи;1639,7;1654,57;1659,97;1638,44;25085292936;;;2;7,68347E+12;RUB;4685888322;3;
SNDX;IMOEX;02.07.2015;Индекс МосБиржи;Индекс МосБиржи;1641,05;1639,78;1646,96;1633,69;20472966669;;;2;7,68977E+12;RUB;4685888322;3;
SNDX;IMOEX;03.07.2015;Индекс МосБиржи;Индекс МосБиржи;1631,65;1641,01;1642,2;1625,42;14641565563;;;2;7,64573E+12;RUB;4685888322;3;
SNDX;IMOEX;06.07.2015;Индекс МосБиржи;Индекс МосБиржи;1621,27;1627,71;1627,71;1613,71;25053084669;;;2;7,59709E+12;RUB;4685888322;3;
SNDX;IMOEX;07.07.2015;Индекс МосБиржи;Индекс МосБиржи;1614,14;1621,35;1629,59;1606,28;28421883734;;;2;7,56368E+12;RUB;4685888322;3;
SNDX;IMOEX;08.07.2015;Индекс МосБиржи;Индекс МосБиржи;1595;1614,14;1616,6;1573,95;34970227613;;;2;7,474E+12;RUB;4685888322;3;
SNDX;IMOEX;09.07.2015;Индекс МосБиржи;Индекс МосБиржи;1614,59;1595,08;1614,85;1595,02;24711741425;;;2;7,5658E+12;RUB;4685888322;3;
SNDX;IMOEX;10.07.2015;Индекс МосБиржи;Индекс МосБиржи;1623,99;1615,11;1625,59;1614,93;26147626552;;;2;7,60985E+12;RUB;4685888322;3;
SNDX;IMOEX;13.07.2015;Индекс МосБиржи;Индекс МосБиржи;1642,97;1618,23;1642,97;1617,17;36864576019;;;2;7,69878E+12;RUB;4685888322;3;
SNDX;IMOEX;14.07.2015;Индекс МосБиржи;Индекс МосБиржи;1647,01;1643;1647,01;1626,09;32488836341;;;2;7,71769E+12;RUB;4685888322;3;
SNDX;IMOEX;15.07.2015;Индекс МосБиржи;Индекс МосБиржи;1641,22;1638,3;1644,01;1626,17;28224216593;;;2;7,69057E+12;RUB;4685888322;3;
SNDX;IMOEX;16.07.2015;Индекс МосБиржи;Индекс МосБиржи;1652,59;1640,81;1652,97;1636,99;20173536045;;;2;7,74386E+12;RUB;4685888322;3;
SNDX;IMOEX;17.07.2015;Индекс МосБиржи;Индекс МосБиржи;1650,08;1652,52;1660;1646,37;22136563101;;;2;7,73211E+12;RUB;4685888322;3;
SNDX;IMOEX;20.07.2015;Индекс МосБиржи;Индекс МосБиржи;1626,76;1650,09;1652,05;1619,44;22460865407;;;2;7,62281E+12;RUB;4685888322;3;
SNDX;IMOEX;21.07.2015;Индекс МосБиржи;Индекс МосБиржи;1635,69;1627,19;1639,92;1618,58;25349323922;;;2;7,66464E+12;RUB;4685888322;3;
SNDX;IMOEX;22.07.2015;Индекс МосБиржи;Индекс МосБиржи;1635,63;1634,89;1635,63;1620,47;26862692731;;;2;7,66437E+12;RUB;4685888322;3;
SNDX;IMOEX;23.07.2015;Индекс МосБиржи;Индекс МосБиржи;1616,14;1634,79;1634,9;1614,97;23062741161;;;2;7,57303E+12;RUB;4685888322;3;
SNDX;IMOEX;24.07.2015;Индекс МосБиржи;Индекс МосБиржи;1595,61;1615,69;1622,3;1593,07;28837860037;;;2;7,47686E+12;RUB;4685888322;3;
SNDX;IMOEX;27.07.2015;Индекс МосБиржи;Индекс МосБиржи;1584,92;1595,5;1599,25;1570,46;35777910902;;;2;7,42675E+12;RUB;4685888322;3;
SNDX;IMOEX;28.07.2015;Индекс МосБиржи;Индекс МосБиржи;1604,5;1584,92;1610,7;1577,99;36511095579;;;2;7,51852E+12;RUB;4685888322;3;
SNDX;IMOEX;29.07.2015;Индекс МосБиржи;Индекс МосБиржи;1622,32;1604,56;1624,64;1600,31;29880161765;;;2;7,602E+12;RUB;4685888322;3;
SNDX;IMOEX;30.07.2015;Индекс МосБиржи;Индекс МосБиржи;1636,72;1622,69;1638,51;1620,24;26758851204;;;2;7,66946E+12;RUB;4685888322;3;
SNDX;IMOEX;31.07.2015;Индекс МосБиржи;Индекс МосБиржи;1669;1636,72;1669;1630,18;38825213612;;;2;7,82073E+12;RUB;4685888322;3;
SNDX;IMOEX;03.08.2015;Индекс МосБиржи;Индекс МосБиржи;1663,74;1668,13;1676,26;1654,45;28020770408;;;2;7,79608E+12;RUB;4685888322;3;
SNDX;IMOEX;04.08.2015;Индекс МосБиржи;Индекс МосБиржи;1674,46;1663,31;1676,58;1659,16;28420615882;;;2;7,84633E+12;RUB;4685888322;3;
SNDX;IMOEX;05.08.2015;Индекс МосБиржи;Индекс МосБиржи;1693,07;1674,63;1696,8;1665,12;32158856424;;;2;7,93351E+12;RUB;4685888322;3;
SNDX;IMOEX;06.08.2015;Индекс МосБиржи;Индекс МосБиржи;1675,71;1693,07;1698,3;1670,57;31888293343;;;2;7,8522E+12;RUB;4685888322;3;
SNDX;IMOEX;07.08.2015;Индекс МосБиржи;Индекс МосБиржи;1690,44;1676,75;1695,39;1676,75;23675267619;;;2;7,9212E+12;RUB;4685888322;3;
SNDX;IMOEX;10.08.2015;Индекс МосБиржи;Индекс МосБиржи;1702,02;1690,47;1702,7;1674,35;26308036402;;;2;7,97546E+12;RUB;4685888322;3;
SNDX;IMOEX;11.08.2015;Индекс МосБиржи;Индекс МосБиржи;1697,87;1702,02;1721,32;1694,61;31498785759;;;2;7,95602E+12;RUB;4685888322;3;
SNDX;IMOEX;12.08.2015;Индекс МосБиржи;Индекс МосБиржи;1697,65;1697,9;1703,59;1683,3;28603044801;;;2;7,95501E+12;RUB;4685888322;3;
SNDX;IMOEX;13.08.2015;Индекс МосБиржи;Индекс МосБиржи;1704,11;1697,59;1713,25;1689,99;26640564079;;;2;7,98525E+12;RUB;4685888322;3;
SNDX;IMOEX;14.08.2015;Индекс МосБиржи;Индекс МосБиржи;1712,47;1704,14;1723,32;1699,32;25961503163;;;2;8,02444E+12;RUB;4685888322;3;
SNDX;IMOEX;17.08.2015;Индекс МосБиржи;Индекс МосБиржи;1707,95;1712,48;1714,94;1694,54;26216456403;;;2;8,00327E+12;RUB;4685888322;3;
SNDX;IMOEX;18.08.2015;Индекс МосБиржи;Индекс МосБиржи;1691,24;1707,95;1707,95;1685,83;22759319652;;;2;7,92498E+12;RUB;4685888322;3;
SNDX;IMOEX;19.08.2015;Индекс МосБиржи;Индекс МосБиржи;1673,86;1691,29;1701,42;1665,62;27424132779;;;2;7,84352E+12;RUB;4685888322;3;
SNDX;IMOEX;20.08.2015;Индекс МосБиржи;Индекс МосБиржи;1695,57;1673,96;1697,7;1668,66;31893911929;;;2;7,94524E+12;RUB;4685888322;3;
SNDX;IMOEX;21.08.2015;Индекс МосБиржи;Индекс МосБиржи;1663,31;1695,48;1695,48;1663,31;31172587927;;;2;7,79409E+12;RUB;4685888322;3;
SNDX;IMOEX;24.08.2015;Индекс МосБиржи;Индекс МосБиржи;1634,14;1659,31;1659,31;1603,72;55532446893;;;2;7,6574E+12;RUB;4685888322;3;
SNDX;IMOEX;25.08.2015;Индекс МосБиржи;Индекс МосБиржи;1658,13;1634,35;1672,38;1634,35;38323733852;;;2;7,76983E+12;RUB;4685888322;3;
SNDX;IMOEX;26.08.2015;Индекс МосБиржи;Индекс МосБиржи;1660,95;1658,32;1675,07;1633,45;33226599969;;;2;7,78303E+12;RUB;4685888322;3;
SNDX;IMOEX;27.08.2015;Индекс МосБиржи;Индекс МосБиржи;1695,22;1661;1697,22;1661;36548264407;;;2;7,9436E+12;RUB;4685888322;3;
SNDX;IMOEX;28.08.2015;Индекс МосБиржи;Индекс МосБиржи;1719,16;1695,23;1723,18;1690,32;39788854447;;;2;8,0558E+12;RUB;4685888322;3;
SNDX;IMOEX;31.08.2015;Индекс МосБиржи;Индекс МосБиржи;1733,17;1718,06;1733,17;1706,96;31957846027;;;2;8,12143E+12;RUB;4685888322;3;
SNDX;IMOEX;01.09.2015;Индекс МосБиржи;Индекс МосБиржи;1697,99;1732,9;1733,68;1689,24;36516353193;;;2;7,9566E+12;RUB;4685888322;3;
SNDX;IMOEX;02.09.2015;Индекс МосБиржи;Индекс МосБиржи;1690,82;1697,98;1716,97;1687,09;32130359306;;;2;7,923E+12;RUB;4685888322;3;
SNDX;IMOEX;03.09.2015;Индекс МосБиржи;Индекс МосБиржи;1710,57;1690,83;1717,15;1690,83;28714831441;;;2;8,01554E+12;RUB;4685888322;3;
SNDX;IMOEX;04.09.2015;Индекс МосБиржи;Индекс МосБиржи;1698,16;1710,58;1712,74;1691,69;22594867129;;;2;7,9574E+12;RUB;4685888322;3;
SNDX;IMOEX;07.09.2015;Индекс МосБиржи;Индекс МосБиржи;1701,18;1698,16;1708,58;1695,62;15677356931;;;2;7,97154E+12;RUB;4685888322;3;
SNDX;IMOEX;08.09.2015;Индекс МосБиржи;Индекс МосБиржи;1714,18;1701,82;1732,63;1701,82;24740272103;;;2;8,03246E+12;RUB;4685888322;3;
SNDX;IMOEX;09.09.2015;Индекс МосБиржи;Индекс МосБиржи;1722,43;1715,73;1735,84;1715,73;25665866136;;;2;8,0711E+12;RUB;4685888322;3;
SNDX;IMOEX;10.09.2015;Индекс МосБиржи;Индекс МосБиржи;1718,9;1722,05;1730,1;1710,46;26313587477;;;2;8,05456E+12;RUB;4685888322;3;
SNDX;IMOEX;11.09.2015;Индекс МосБиржи;Индекс МосБиржи;1718,06;1718,88;1727,89;1713,03;20355564692;;;2;8,05064E+12;RUB;4685888322;3;
SNDX;IMOEX;14.09.2015;Индекс МосБиржи;Индекс МосБиржи;1729,75;1717,6;1740,22;1716,12;23254616054;;;2;8,10543E+12;RUB;4685888322;3;
SNDX;IMOEX;15.09.2015;Индекс МосБиржи;Индекс МосБиржи;1716,26;1729,91;1731,49;1708,46;22870828140;;;2;8,04219E+12;RUB;4685888322;3;
SNDX;IMOEX;16.09.2015;Индекс МосБиржи;Индекс МосБиржи;1731,81;1716,27;1734,05;1716,24;31761743733;;;2;8,07665E+12;RUB;4663700559;3;
SNDX;IMOEX;17.09.2015;Индекс МосБиржи;Индекс МосБиржи;1729,2;1731,81;1735,5;1722,44;23027197955;;;2;8,06446E+12;RUB;4663700559;3;
SNDX;IMOEX;18.09.2015;Индекс МосБиржи;Индекс МосБиржи;1710,84;1730,15;1739,55;1703,22;37314026508;;;2;7,97885E+12;RUB;4663700559;3;
SNDX;IMOEX;21.09.2015;Индекс МосБиржи;Индекс МосБиржи;1699,72;1710,87;1719,18;1697,3;24417883513;;;2;7,92697E+12;RUB;4663700559;3;
SNDX;IMOEX;22.09.2015;Индекс МосБиржи;Индекс МосБиржи;1664,25;1699,92;1702,47;1656,18;35910313194;;;2;7,76155E+12;RUB;4663700559;3;
SNDX;IMOEX;23.09.2015;Индекс МосБиржи;Индекс МосБиржи;1640,7;1664,27;1667,03;1638,18;34893774005;;;2;7,65173E+12;RUB;4663700559;3;
SNDX;IMOEX;24.09.2015;Индекс МосБиржи;Индекс МосБиржи;1621,43;1640,7;1641,77;1611,89;35934108194;;;2;7,56187E+12;RUB;4663700559;3;
SNDX;IMOEX;25.09.2015;Индекс МосБиржи;Индекс МосБиржи;1639,64;1621,44;1648,3;1621,43;28866983905;;;2;7,64677E+12;RUB;4663700559;3;
SNDX;IMOEX;28.09.2015;Индекс МосБиржи;Индекс МосБиржи;1616,36;1639,64;1643,94;1614,35;24565309868;;;2;7,53822E+12;RUB;4663700559;3;
SNDX;IMOEX;29.09.2015;Индекс МосБиржи;Индекс МосБиржи;1630,51;1616,36;1635,46;1606,83;24978201787;;;2;7,60419E+12;RUB;4663700559;3;
SNDX;IMOEX;30.09.2015;Индекс МосБиржи;Индекс МосБиржи;1642,97;1630,53;1654,38;1630,53;30818293880;;;2;7,66231E+12;RUB;4663700559;3;
SNDX;IMOEX;01.10.2015;Индекс МосБиржи;Индекс МосБиржи;1626,97;1644,52;1649,57;1616,85;28123517312;;;2;7,58768E+12;RUB;4663700559;3;
SNDX;IMOEX;02.10.2015;Индекс МосБиржи;Индекс МосБиржи;1612,56;1627,07;1630,77;1603,46;25808649289;;;2;7,52049E+12;RUB;4663700559;3;
SNDX;IMOEX;05.10.2015;Индекс МосБиржи;Индекс МосБиржи;1652,47;1612,71;1654,73;1612,71;31964330042;;;2;7,70664E+12;RUB;4663700559;3;
SNDX;IMOEX;06.10.2015;Индекс МосБиржи;Индекс МосБиржи;1670,69;1652,49;1670,69;1649,46;31262998864;;;2;7,79158E+12;RUB;4663700559;3;
SNDX;IMOEX;07.10.2015;Индекс МосБиржи;Индекс МосБиржи;1679,49;1670,68;1679,49;1656,38;45806350106;;;2;7,83263E+12;RUB;4663700559;3;
SNDX;IMOEX;08.10.2015;Индекс МосБиржи;Индекс МосБиржи;1689,32;1679,36;1691,95;1660,37;45815083216;;;2;7,87849E+12;RUB;4663700559;3;
SNDX;IMOEX;09.10.2015;Индекс МосБиржи;Индекс МосБиржи;1728,44;1690,66;1734,75;1690,62;59473358331;;;2;8,06094E+12;RUB;4663700559;3;
SNDX;IMOEX;12.10.2015;Индекс МосБиржи;Индекс МосБиржи;1710,6;1728,43;1739,29;1699,74;39708317518;;;2;7,97772E+12;RUB;4663700559;3;
SNDX;IMOEX;13.10.2015;Индекс МосБиржи;Индекс МосБиржи;1720,81;1710,6;1720,81;1697,54;28711587828;;;2;8,02536E+12;RUB;4663700559;3;
SNDX;IMOEX;14.10.2015;Индекс МосБиржи;Индекс МосБиржи;1723,01;1720,8;1731,57;1704,22;31761495366;;;2;8,03561E+12;RUB;4663700559;3;
SNDX;IMOEX;15.10.2015;Индекс МосБиржи;Индекс МосБиржи;1731,91;1722,84;1746,67;1722,68;35430022350;;;2;8,07709E+12;RUB;4663700559;3;
SNDX;IMOEX;16.10.2015;Индекс МосБиржи;Индекс МосБиржи;1717;1731,9;1746,07;1715,01;36611957731;;;2;8,00757E+12;RUB;4663700559;3;
SNDX;IMOEX;19.10.2015;Индекс МосБиржи;Индекс МосБиржи;1716,08;1717,09;1722,49;1702,4;31353900203;;;2;8,00329E+12;RUB;4663700559;3;
SNDX;IMOEX;20.10.2015;Индекс МосБиржи;Индекс МосБиржи;1722,62;1716,15;1722,62;1702,42;34615935057;;;2;8,0338E+12;RUB;4663700559;3;
SNDX;IMOEX;21.10.2015;Индекс МосБиржи;Индекс МосБиржи;1709,94;1722,7;1722,9;1702,14;32619973850;;;2;7,97464E+12;RUB;4663700559;3;
SNDX;IMOEX;22.10.2015;Индекс МосБиржи;Индекс МосБиржи;1712,1;1709,93;1718,82;1702,65;27704269672;;;2;7,98472E+12;RUB;4663700559;3;
SNDX;IMOEX;23.10.2015;Индекс МосБиржи;Индекс МосБиржи;1725,45;1713,65;1734,98;1710,36;37253440247;;;2;8,04699E+12;RUB;4663700559;3;
SNDX;IMOEX;26.10.2015;Индекс МосБиржи;Индекс МосБиржи;1712,13;1725,51;1731,6;1696,77;38058579778;;;2;7,98485E+12;RUB;4663700559;3;
SNDX;IMOEX;27.10.2015;Индекс МосБиржи;Индекс МосБиржи;1725,89;1712,23;1725,89;1692,28;38391287349;;;2;8,04904E+12;RUB;4663700559;3;
SNDX;IMOEX;28.10.2015;Индекс МосБиржи;Индекс МосБиржи;1726,61;1725,91;1727,39;1708,38;34408752591;;;2;8,05239E+12;RUB;4663700559;3;
SNDX;IMOEX;29.10.2015;Индекс МосБиржи;Индекс МосБиржи;1708,6;1725,9;1727,3;1707,12;29451902808;;;2;7,9684E+12;RUB;4663700559;3;
SNDX;IMOEX;30.10.2015;Индекс МосБиржи;Индекс МосБиржи;1711,53;1708,51;1723,04;1699,25;26566212454;;;2;7,98204E+12;RUB;4663700559;3;
SNDX;IMOEX;02.11.2015;Индекс МосБиржи;Индекс МосБиржи;1735,75;1710,9;1737,18;1701,25;27528642884;;;2;8,09502E+12;RUB;4663700559;3;
SNDX;IMOEX;03.11.2015;Индекс МосБиржи;Индекс МосБиржи;1763,6;1735,76;1766,85;1734,22;38616091650;;;2;8,22491E+12;RUB;4663700559;3;
SNDX;IMOEX;05.11.2015;Индекс МосБиржи;Индекс МосБиржи;1766,28;1764,94;1784,42;1762,01;39011014458;;;2;8,2374E+12;RUB;4663700559;3;
SNDX;IMOEX;06.11.2015;Индекс МосБиржи;Индекс МосБиржи;1754,36;1766,18;1778,18;1746,17;32548113463;;;2;8,18183E+12;RUB;4663700559;3;
SNDX;IMOEX;09.11.2015;Индекс МосБиржи;Индекс МосБиржи;1751,44;1754,19;1763,52;1742,36;24346689110;;;2;8,16821E+12;RUB;4663700559;3;
SNDX;IMOEX;10.11.2015;Индекс МосБиржи;Индекс МосБиржи;1746,94;1751,45;1754,61;1734,34;24785834899;;;2;8,14722E+12;RUB;4663700559;3;
SNDX;IMOEX;11.11.2015;Индекс МосБиржи;Индекс МосБиржи;1740,56;1747,02;1756,09;1733,61;27352629549;;;2;8,11745E+12;RUB;4663700559;3;
SNDX;IMOEX;12.11.2015;Индекс МосБиржи;Индекс МосБиржи;1739,96;1739,29;1750,71;1732,5;28871426903;;;2;8,11464E+12;RUB;4663700559;3;
SNDX;IMOEX;13.11.2015;Индекс МосБиржи;Индекс МосБиржи;1728,17;1739,84;1744,12;1723,42;30416876242;;;2;8,05967E+12;RUB;4663700559;3;
SNDX;IMOEX;16.11.2015;Индекс МосБиржи;Индекс МосБиржи;1739,8;1728,12;1751,67;1726,31;30250393068;;;2;8,11392E+12;RUB;4663700559;3;
SNDX;IMOEX;17.11.2015;Индекс МосБиржи;Индекс МосБиржи;1787,23;1740,98;1792,88;1740,82;51356679699;;;2;8,33512E+12;RUB;4663700559;3;
SNDX;IMOEX;18.11.2015;Индекс МосБиржи;Индекс МосБиржи;1810,48;1787,11;1820,38;1785,1;44452288316;;;2;8,44354E+12;RUB;4663700559;3;
SNDX;IMOEX;19.11.2015;Индекс МосБиржи;Индекс МосБиржи;1811,2;1811,89;1842,14;1805,41;54358055063;;;2;8,39052E+12;RUB;4632583222;3;
